 Great Black-backed Gull; Larus marinus
 Pacific Great Blue Heron; Ardea herodias fannini
 Great Blue Heron; Ardea herodias
 Gull-billed Tern; Gelochelidon nilotica
 Great Crested Flycatcher; Myiarchus crinitus
 Golden-crowned Kinglet; Regulus satrapa 
 Gray-crowned Rosy-Finch; Leucosticte tephrocotis 
 Golden-crowned Sparrow; Zonotrichia atricapilla 
 Gray-cheeked Thrush; Catharus minimus 
 Golden-cheeked Warbler; Dendroica chrysoparia
 Golden-fronted Woodpecker; Melanerpes aurifrons
 Great Gray Owl; Strix nebulosa 
 Gray-headed Chickadee; Poecile cincta 
 Great Horned Owl; Bubo virginianus 
 Gilded Flicker; Colaptes chrysoides
 Gila Woodpecker; Melanerpes uropygialis
 Green Kingfisher; Chloroceryle americana
 Great Kiskadee; Pitangus sulphuratus
 Glaucous Gull; Larus hyperboreus 
 Glossy Ibis; Plegadis falcinellus
 Golden Eagle; Aquila chrysaetos 
 Gray Jay; Perisoreus canadensis
 Gray Kingbird; Tyrannus dominicensis
 Gray Partridge; Perdix perdix
 Gray Catbird; Dumetella carolinensis
 Great Cormorant; Phalacrocorax carbo
 Great Egret; Ardea alba
 Green Jay; Cyanocorax yncas
 Green Parakeet; Aratinga holochlora
 Green Violetear; Colibri thalassinus
 Gray Flycatcher; Empidonax wrightii
 Great Frigatebird; Fregata minor
 Northern Gray Hawk; Buteo nitidus maxima
 Gray Hawk; Buteo nitidus
 Green Heron; Butorides virescens
 Green Mango; Anthracothorax viridis
 Attwater's Greater Prairie Chicken; Tympanuchus cupido attwateri
 Heath Hen; Tympanuchus cupido cupido
 Greater Prairie Chicken; Tympanuchus cupido pinnatus
 Greater Prairie-chicken; Tympanuchus cupido
 Greater Pewee; Contopus pertinax
 Greater Roadrunner; Geococcyx californianus
 Greater Scaup; Aythya marila 
 Greater Sage-grouse; Centrocercus urophasianus
 Grasshopper Sparrow; Ammodramus savannarum
 Gray Vireo; Vireo vicinior
 Grace's Warbler; Dendroica graciae
 Greater Yellowlegs; Tringa melanoleuca 
 Green-throated Carib; Eulampis holosericeus
 Great-tailed Grackle; Quiscalus mexicanus
 Green-tailed Towhee; Pipilo chlorurus
 Gunnison Sage-grouse; Centrocercus minimus
 Tule White-fronted Goose; Anser albifrons elgasi
 Greater White-fronted Goose; Anser albifrons 
 Glaucous-winged Gull; Larus glaucescens 
 Green-winged Teal; Anas crecca 
 Golden-winged Warbler; Vermivora chrysoptera
 Gyrfalcon; Falco rusticolus 
 Hawaii Akepa; Loxops coccineus
 Hawaii Amakihi; Hemignathus virens
 Hawaiian Coot; Fulica alai
 Harlequin Duck; Histrionicus histrionicus 
 Hammond's Flycatcher; Empidonax hammondii 
 Nene; Branta sandvicensis
 Hawaiian Moorhen; Gallinula chloropus sandvicensis
 Harris's Hawk; Parabuteo unicinctus
 Harris's Sparrow; Zonotrichia querula
 Hawaiian Stilt; Himatopus mexicanus knudseni
 Hairy Woodpecker; Picoides villosus 
 Hook-billed Kite; Chondrohierax uncinatus
 Hawaii Creeper; Oreomystis mana
 Heermann's Gull; Larus heermanni
 Herring Gull; Larus argentatus
 Henslow's Sparrow; Ammodramus henslowii
 Hepatic Tanager; Piranga flava
 Hermit Thrush; Catharus guttatus 
 Hermit Warbler; Dendroica occidentalis
 Hispaniolan Parrot; Amazona ventralis
 Hispaniolan Parakeet; Aratinga chloroptera
 House Finch; Carpodacus mexicanus
 Horned Grebe; Podiceps auritus 
 Horned Lark; Eremophila alpestris 
 Hooded Merganser; Lophodytes cucullatus 
 Hooded Oriole; Icterus cucullatus
 Horned Puffin; Fratercula corniculata 
 Hoary Redpoll; Carduelis hornemanni 
 House Sparrow; Passer domesticus
 Hooded Warbler; Wilsonia citrina
 House Wren; Troglodytes aedon
 Hawaiian Short-eared Owl; Asio flammeus sandwichensis
 Hudsonian Godwit; Limosa haemastica 
 Hutton's Vireo; Vireo huttoni
 Hawaiian Hawk; Buteo solitarius
 Ivory-billed Woodpecker; Campephilus principalis
 Iceland Gull; Larus glaucoides
 Iiwi; Vestiaria coccinea
 Indigo Bunting; Passerina cyanea
 Inca Dove; Columbina inca
 Island Scrub-jay; Aphelocoma insularis
 Ivory Gull; Pagophila eburnea
 Juniper Titmouse; Baeolophus ridgwayi
 Kauai Amakihi; Hemignathus kauaiensis
 Kentucky Warbler; Oporornis formosus
 King Eider; Somateria spectabilis 
 Killdeer; Charadrius vociferus 
 Kittlitz's Murrelet; Brachyramphus brevirostris 
 King Rail; Rallus elegans
 Kirtland's Warbler; Dendroica kirtlandii
 Key West Quail-Dove; Geotrygon chrysia
 Laysan Albatross; Phoebastria immutabilis
 Lawrence's Goldfinch; Carduelis lawrencei
 Laughing Gull; Leucophaeus atricilla
 Lapland Longspur; Calcarius lapponicus 
 Lesser Antillean Pewee; Contopus latirostris
 Lark Bunting; Calamospiza melanocorys
 Lark Sparrow; Chondestes grammacus
 Lazuli Bunting; Passerina amoena
 Lesser Black-backed Gull; Larus fuscus
 Long-billed Curlew; Numenius americanus
 Long-billed Dowitcher; Limnodromus scolopaceus 
 Little Blue Heron; Egretta caerulea
 Long-billed Thrasher; Toxostoma longirostre
 Ladder-backed Woodpecker; Picoides scalaris
 Le Conte's Sparrow; Ammodramus leconteii
 Le Conte's Thrasher; Toxostoma lecontei
 Least Auklet; Aethia pusilla 
 Least Bittern; Ixobrychus exilis
 Least Flycatcher; Empidonax minimus
 Lesser Goldfinch; Carduelis psaltria
 Least Grebe; Tachybaptus dominicus
 Lesser Nighthawk; Chordeiles acutipennis
 Long-eared Owl; Asio otus
 Lesser Prairie-chicken; Tympanuchus pallidicinctus
 Least Sandpiper; Calidris minutilla 
 Lesser Scaup; Aythya affinis 
 Leach's Storm-petrel; Oceanodroma leucorhoa
 Interior Least Tern; Sternula antillarum athalassos
 California Least Tern; Sternula antillarum browni
 Least Tern; Sternula antillarum
 Lewis's Woodpecker; Melanerpes lewis
 Lesser Yellowlegs; Tringa flavipes 
 Little Gull; Hydrocoloeus minutus
 Limpkin; Aramus guarauna
 Lincoln's Sparrow; Melospiza lincolnii 
 Loggerhead Kingbird; Tyrannus caudifasciatus
 Loggerhead Shrike; Lanius ludovicianus
 Louisiana Waterthrush; Seiurus motacilla
 Long-tailed Duck; Clangula hyemalis 
 Long-tailed Jaeger; Stercorarius longicaudus 
 Lucifer Hummingbird; Calothorax lucifer
 Lucy's Warbler; Vermivora luciae
 Maui Alauahio; Paroreomyza montana newtoni
 Masked Booby; Sula dactylatra
 Mangrove Cuckoo; Coccyzus minor
 Masked Duck; Nomonyx dominicus
 Magnificent Frigatebird; Fregata magnificens
 Marbled Godwit; Limosa fedoa
 Magnificent Hummingbird; Eugenes fulgens
 Mallard; Anas platyrhynchos 
 Marbled Murrelet; Brachyramphus marmoratus 
 Maui Parrotbill; Pseudonestor xanthophrys
 Manx Shearwater; Puffinus puffinus
 Magnolia Warbler; Dendroica magnolia
 Marsh Wren; Cistothorus palustris
 Mckay's Bunting; Plectrophenax hyperboreus 
 Mccown's Longspur; Calcarius mccownii
 Mexican Chickadee; Poecile sclateri
 Mew Gull; Larus canus 
 Mexican Jay; Aphelocoma ultramarina
 Black Merlin; Falco columbarius suckleyi
 Merlin; Falco columbarius 
 Macgillivray's Warbler; Oporornis tolmiei
 Mississippi Kite; Ictinia mississippiensis
 Mitred Parakeet; Aratinga mitrata
 Mountain Bluebird; Sialia currucoides 
 Mountain Chickadee; Poecile gambeli
 Mourning Dove; Zenaida macroura
 Mottled Duck; Anas fulvigula
 Montezuma Quail; Cyrtonyx montezumae
 Monk Parakeet; Myiopsitta monachus
 Mountain Plover; Charadrius montanus
 Mountain Quail; Oreortyx pictus
 Mourning Warbler; Oporornis philadelphia
 Puerto Rican Vireo; Vireo latimeri
 Muscovy Duck; Cairina moschata
 Mute Swan; Cygnus olor
 Nashville Warbler; Vermivora ruficapilla
 Neotropic Cormorant; Phalacrocorax brasilianus
 Newell's Shearwater; Puffinus auricularis
 Northern Hawk Owl; Surnia ulula 
 Northern Bobwhite; Colinus virginianus
 Northern Beardless-tyrannulet; Camptostoma imberbe
 Northern Cardinal; Cardinalis cardinalis
 Northwestern Crow; Corvus caurinus 
 Northern Flicker; Colaptes auratus 
 Northern Gannet; Morus bassanus
 Queen Charlotte Goshawk; Accipiter gentilis laingi
 Northern Goshawk; Accipiter gentilis 
 Northern Harrier; Circus cyaneus 
 Northern Mockingbird; Mimus polyglottos
 Northern Parula; Parula americana
 Northern Pintail; Anas acuta 
 None; Glaucidium gnoma californicum
 None; Glaucidium gnoma gnoma
 Northern Pygmy-owl; Glaucidium gnoma
 Northern Waterthrush; Seiurus noveboracensis 
 Northern Wheatear; Oenanthe oenanthe 
 Northern Rough-winged Swallow; Stelgidopteryx serripennis 
 Northern Shoveler; Anas clypeata 
 Northern Shrike; Lanius excubitor 
 Nelson's Sharp-tailed Sparrow; Ammodramus nelsoni
 Northern Saw-whet Owl; Aegolius acadicus 
 Nutmeg Mannikin; Lonchura punctulata
 Nuttall's Woodpecker; Picoides nuttallii
 Oahu Amakihi; Hemignathus flavus
 Oak Titmouse; Baeolophus inornatus
 Orange-crowned Warbler; Vermivora celata 
 Orange-fronted Parakeet; Aratinga canicularis
 Olive Sparrow; Arremonops rufivirgatus
 Olive Warbler; Peucedramus taeniatus
 Omao; Myadestes obsecurus
 Orange Bishop; Euplectes franciscanus
 Orchard Oriole; Icterus spurius
 Olive-sided Flycatcher; Contopus cooperi 
 Osprey; Pandion haliaetus 
 Ovenbird; Seiurus aurocapilla
 Orange-cheeked Waxbill; Estrilda melpoda
 Parakeet Auklet; Aethia psittacula 
 Painted Bunting; Passerina ciris
 Pacific Golden-plover; Pluvialis fulva
 Parasitic Jaeger; Stercorarius parasiticus 
 Palila; Loxioides bailleui
 Pacific Loon; Gavia pacifica 
 Painted Redstart; Myioborus pictus
 Palm Warbler; Dendroica palmarum
 Pied-billed Grebe; Podilymbus podiceps
 Pelagic Cormorant; Phalacrocorax pelagicus 
 American Peregrine Falcon; Falco peregrinus anatum
 Peale's Peregrine Falcon; Falco peregrinus pealei
 Arctic Peregrine Falcon; Falco peregrinus tundrius
 Peregrine Falcon; Falco peregrinus 
 Pectoral Sandpiper; Calidris melanotos 
 Pearly-eyed Thrasher; Margarops fuscatus
 Phainopepla; Phainopepla nitens
 Philadelphia Vireo; Vireo philadelphicus
 Pine Grosbeak; Pinicola enucleator 
 Pigeon Guillemot; Cepphus columba 
 Pinyon Jay; Gymnorhinus cyanocephalus
 Piping Plover; Charadrius melodus
 Pine Siskin; Carduelis pinus 
 Pine Warbler; Dendroica pinus
 Pileated Woodpecker; Dryocopus pileatus
 Plain Chachalaca; Ortalis vetula
 Plumbeous Vireo; Vireo plumbeus
 Pomarine Jaeger; Stercorarius pomarinus 
 Prairie Warbler; Dendroica discolor
 Puerto Rican Broad-winged Hawk; Buteo platypterus brunnescens
 Puerto Rican Bullfinch; Loxigilla portoricensis
 Puerto Rican Emerald; Chlorostilbon maugaeus
 Prairie Falcon; Falco mexicanus
 Puerto Rican Flycatcher; Myiarchus antillarum
 Puerto Rican Lizard-Cuckoo; Saurothera vieilloti
 Puerto Rican Nightjar; Caprimulgus noctitherus
 Prothonotary Warbler; Protonotaria citrea
 Puerto Rican Parrot; Amazona vittata
 Puerto Rican Plain Pigeon; Patagioenas inornata
 Puerto Rican Screech-Owl; Megascops nudipes
 Puerto Rican Spindalis; Spindalis portoricensis
 Puerto Rican Tanager; Nesospingus speculiferus
 Puerto Rican Tody; Todus mexicanus
 Puerto Rican Woodpecker; Melanerpes portoricensis
 Pacific-slope Flycatcher; Empidonax difficilis 
 Puerto Rican Sharp-shinned Hawk; Accipiter striatus venator
 Puaiohi; Myadestes palmeri
 Purple Finch; Carpodacus purpureus
 Purple Gallinule; Porphyrio martinica
 None; Progne subis hesperia
 Purple Martin; Progne subis
 Purple Sandpiper; Calidris maritima
 Pygmy Nuthatch; Sitta pygmaea
 Pyrrhuloxia; Cardinalis sinuatus
 Razorbill; Alca torda
 Rose-breasted Grosbeak; Pheucticus ludovicianus
 Ring-billed Gull; Larus delawarensis 
 Red-breasted Merganser; Mergus serrator 
 Red-breasted Nuthatch; Sitta canadensis 
 Red-billed Pigeon; Patagioenas flavirostris
 Red-breasted Sapsucker; Sphyrapicus ruber 
 Red-bellied Woodpecker; Melanerpes carolinus
 Ruby-crowned Kinglet; Regulus calendula 
 Red-crowned Parrot; Amazona viridigenalis
 Rufous-crowned Sparrow; Aimophila ruficeps
 Red-cockaded Woodpecker; Picoides borealis
 Red Crossbill; Loxia curvirostra 
 Redhead; Aythya americana 
 Reddish Egret; Egretta rufescens
 Red Knot; Calidris canutus 
 Red Phalarope; Phalaropus fulicaria 
 Red Siskin; Carduelis cucullata
 Red-eyed Vireo; Vireo olivaceus 
 Red-faced Cormorant; Phalacrocorax urile 
 Red-faced Warbler; Cardellina rubrifrons
 Rhinoceros Auklet; Cerorhinca monocerata
 Red-headed Woodpecker; Melanerpes erythrocephalus
 Rough-legged Hawk; Buteo lagopus 
 Red-legged Kittiwake; Rissa brevirostris 
 Red-legged Thrush; Turdus plumbeus
 Ring-necked Duck; Aythya collaris 
 Ring-necked Pheasant; Phasianus colchicus
 Red-necked Grebe; Podiceps grisegena 
 Red-necked Phalarope; Phalaropus lobatus 
 Red-naped Sapsucker; Sphyrapicus nuchalis
 Red-necked Stint; Calidris ruficollis 
 Ross's Goose; Chen rossii
 Rock Pigeon; Columba livia
 Turner's Rock Ptarmigan; Lagopus muta atkhensis
 Chamberlain's Rock Ptarmigan; Lagopus muta chamberlaini
 Evermann's Rock Ptarmigan; Lagopus muta evermanni
 Amchitka Rock Ptarmigan; Lagopus muta gabrielsoni
 Sanford's Rock Ptarmigan; Lagopus muta sanfordi
 Townsend's Rock Ptarmigan; Lagopus muta townsendi
 Rock Ptarmigan; Lagopus muta 
 Yunaska Rock Ptarmigan; Lagopus muta yunaskensis
 Aleutian Rock Sandpiper; Calidris ptilocnemis couesi
 Pribilof Rock Sandpiper; Calidris ptilocnemis ptilocnemis
 Bering Sea Rock Sandpiper; Calidris ptilocnemis tschuktschroum
 Rock Sandpiper; Calidris ptilocnemis 
 Roseate Spoonbill; Platalea ajaja
 Roseate Tern; Sterna dougallii
 Rock Wren; Salpinctes obsoletus
 Royal Tern; Thalasseus maximus
 Ruddy Quail-Dove; Geotrygon montana
 Red-shouldered Hawk; Buteo lineatus
 Rose-throated Becard; Pachyramphus aglaiae
 Red-tailed Hawk; Buteo jamaicensis 
 Ruby-throated Hummingbird; Archilochus colubris
 Red-throated Loon; Gavia stellata 
 Red-throated Pipit; Anthus cervinus 
 Red-tailed Tropicbird; Phaethon rubricauda
 Rusty Blackbird; Euphagus carolinus 
 Ruddy Duck; Oxyura jamaicensis
 Ruff; Philomachus pugnax
 Ruffed Grouse; Bonasa umbellus 
 Rufous Hummingbird; Selasphorus rufus 
 Ruddy Turnstone; Arenaria interpres 
 Red-winged Blackbird; Agelaius phoeniceus 
 Rufous-winged Sparrow; Aimophila carpalis
 Sandhill Crane; Grus canadensis 
 Bell's Sage Sparrow; Amphispiza belli belli
 San Clemente Sage Sparrow; Amphispiza belli clementeae
 Sage Sparrow; Amphispiza belli
 Sabine's Gull; Xema sabini 
 Sanderling; Calidris alba 
 Say's Phoebe; Sayornis saya 
 Sandwich Tern; Thalasseus sandvicensis
 Sage Thrasher; Oreoscoptes montanus
 Savannah Sparrow; Passerculus sandwichensis
 Smooth-billed Ani; Crotophaga ani
 Streak-backed Oriole; Icterus pustulatus
 Short-billed Dowitcher; Limnodromus griseus 
 Sulphur-bellied Flycatcher; Myiodynastes luteiventris
 Slaty-backed Gull; Larus schistisagus 
 Spot-breasted Oriole; Icterus pectoralis
 Scott's Oriole; Icterus parisorum
 Scaled Quail; Callipepla squamata
 Scarlet Tanager; Piranga olivacea
 Short-eared Owl; Asio flammeus 
 Semipalmated Plover; Charadrius semipalmatus 
 Semipalmated Sandpiper; Calidris pusilla 
 Seaside Sparrow; Ammodramus maritimus
 Sedge Wren; Cistothorus platensis
 Shiny Cowbird; Molothrus bonariensis
 Sky Lark; Alauda arvensis 
 Smith's  Longspur; Calcarius pictus 
 Snow Bunting; Plectrophenax nivalis 
 Snowy Egret; Egretta thula
 Snow Goose; Chen caerulescens 
 Snail Kite; Rostrhamus sociabilis
 Snowy Owl; Bubo scandiacus 
 Scaly-naped Pigeon; Patagioenas squamosa
 Western Snowy Plover; Charadrius alexandrinus nivosus
 Snowy Plover; Charadrius alexandrinus
 Sooty Grouse; Dendragapus fuliginosus 
 Sora; Porzana carolina 
 Solitary Sandpiper; Tringa solitaria 
 Sooty Shearwater; Puffinus griseus
 Aleutian Song Sparrow; Melospiza melodia sanaka
 Song Sparrow; Melospiza melodia 
 Sooty Tern; Onychoprion fuscatus
 Spotted Dove; Streptopelia chinensis
 Spectacled Eider; Somateria fischeri 
 Spruce Grouse; Falcipennis canadensis 
 Northern Spotted Owl; Strix occidentalis caurina
 Mexican Spotted Owl; Strix occidentalis lucida
 California Spotted Owl; Strix occidentalis occidentalis
 Spotted Owl; Strix occidentalis
 Sprague's Pipit; Anthus spragueii
 Spotted Sandpiper; Actitis macularius 
 South Polar Skua; Stercorarius maccormicki
 Spotted Towhee; Pipilo maculatus
 Sharp-shinned Hawk; Accipiter striatus 
 Saltmarsh Sharp-tailed Sparrow; Ammodramus caudacutus
 Strickland's Woodpecker; Picoides stricklandi
 Steller's Eider; Polysticta stelleri 
 Scissor-tailed Flycatcher; Tyrannus forficatus
 Columbian Sharp-tailed Grouse; Tympanuchus phasianellus columbianus
 Plains Sharp-tailed Grouse; Tympanuchus phasianellus jamesi
 Sharp-tailed Grouse; Tympanuchus phasianellus 
 Short-tailed Hawk; Buteo brachyurus
 Steller's Jay; Cyanocitta stelleri 
 Swallow-tailed Kite; Elanoides forficatus
 Stilt Sandpiper; Calidris himantopus 
 Surfbird; Aphriza virgata 
 Surf Scoter; Melanitta perspicillata 
 Summer Tanager; Piranga rubra
 Swainson's Hawk; Buteo swainsoni 
 Swamp Sparrow; Melospiza georgiana
 Swainson's Thrush; Catharus ustulatus 
 Swainson's Warbler; Limnothlypis swainsonii
 Tamaulipas Crow; Corvus imparatus
 Thick-billed Kingbird; Tyrannus crassirostris
 Thick-billed Murre; Uria lomvia 
 Tennessee Warbler; Vermivora peregrina 
 Thayer's Gull; Larus thayeri 
 Townsend's Solitaire; Myadestes townsendi 
 Townsend's Warbler; Dendroica townsendi 
 Tricolored Blackbird; Agelaius tricolor
 Tree Swallow; Tachycineta bicolor 
 Tricolored Heron; Egretta tricolor
 Tropical Kingbird; Tyrannus melancholicus
 Tropical Parula; Parula pitiayumi
 Trumpeter Swan; Cygnus buccinator 
 Tufted Duck; Aythya fuligula 
 Tufted Puffin; Fratercula cirrhata 
 Tufted Titmouse; Baeolophus bicolor
 Turkey Vulture; Cathartes aura
 Upland Sandpiper; Bartramia longicauda 
 Varied Bunting; Passerina versicolor
 Vaux's Swift; Chaetura vauxi 
 Varied Thrush; Ixoreus naevius 
 Violet-crowned Hummingbird; Amazilia violiceps
 Veery; Catharus fuscescens
 Vermilion Flycatcher; Pyrocephalus rubinus
 Verdin; Auriparus flaviceps
 Oregon Vesper Sparrow; Pooecetes gramineus affinis
 Vesper Sparrow; Pooecetes gramineus
 Violet-green Swallow; Tachycineta thalassina 
 Virginia Rail; Rallus limicola
 Virginia's Warbler; Vermivora virginiae
 Warbling Silverbill; Lonchura malabarica
 Wandering Tattler; Tringa incana
 Warbling Vireo; Vireo gilvus 
 White-breasted Nuthatch; Sitta carolinensis
 White-crowned Pigeon; Patagioenas leucocephala
 White-collared Seedeater; Sporophila torqueola
 Western Bluebird; Sialia mexicana
 Western Grebe; Aechmophorus occidentalis
 Western Gull; Larus occidentalis
 Western Kingbird; Tyrannus verticalis
 Western Meadowlark; Sturnella neglecta
 Western Sandpiper; Calidris mauri 
 Western Scrub-jay; Aphelocoma californica
 Western Screech-owl; Megascops kennicottii
 Western Tanager; Piranga ludoviciana 
 White-eyed Vireo; Vireo griseus
 Worm-eating Warbler; Helmitheros vermivorum
 Western Wood-pewee; Contopus sordidulus
 White-faced Ibis; Plegadis chihi
 Whiskered Auklet; Aethia pygmaea 
 Whooping Crane; Grus americana
 White Ibis; Eudocimus albus
 Whimbrel; Numenius phaeopus 
 Whooper Swan; Cygnus cygnus 
 Whiskered Screech-owl; Megascops trichopsis
 Tundra Swan; Cygnus columbianus
 White Wagtail; Motacilla alba 
 White-headed Woodpecker; Picoides albolarvatus
 Willow Flycatcher; Empidonax traillii
 Willet; Tringa semipalmata
 Wilson's Phalarope; Phalaropus tricolor
 Wilson's Plover; Charadrius wilsonia
 Willow Ptarmigan; Lagopus lagopus 
 Williamson's Sapsucker; Sphyrapicus thyroideus
 Wilson's Snipe; Gallinago delicata 
 Mexican Turkey; Meleagris gallopavo mexicana
 Merriam's Turkey; Meleagris gallopavo merriami
 Wild Turkey; Meleagris gallopavo
 Wilson's Warbler; Wilsonia pusilla 
 West Indian Whistling-Duck; Dendrocygna arborea
 Pribilof Winter Wren; Troglodytes troglodytes alascensis
 Kodiak Winter Wren; Troglodytes troglodytes helleri
 Kiska Winter Wren; Troglodytes troglodytes kiskensis
 Attu Winter Wren; Troglodytes troglodytes meligerus
 Sedimi Winter Wren; Troglodytes troglodytes semidiensis
 Winter Wren; Troglodytes troglodytes 
 Wood Duck; Aix sponsa
 Wood Sandpiper; Tringa glareola 
 Wood Stork; Mycteria americana
 Wood Thrush; Hylocichla mustelina
 White-cheeked Pintail; Anas bahamensis
 Whip-poor-will; Caprimulgus vociferus
 Wrentit; Chamaea fasciata
 White-rumped Sandpiper; Calidris fuscicollis 
 White-tipped Dove; Leptotila verreauxi
 White-tailed Hawk; Buteo albicaudatus
 White-tailed Kite; Elanus leucurus
 White-Tailed Ptarmigan; Lagopus leucurus 
 White-throated Sparrow; Zonotrichia albicollis
 White-throated Swift; Aeronautes saxatalis
 White-tailed Tropicbird; Phaethon lepturus
 White-winged Crossbill; Loxia leucoptera 
 White-winged Dove; Zenaida asiatica
 Hawaiian Duck; Anas wyvilliana
 White-winged Scoter; Melanitta fusca 
 Xantus's Murrelet; Synthliboramphus hypoleucus
 Yellow-breasted Chat; Icteria virens
 Yellow-breasted Crake; Porzana flaviventer
 Western Yellow-billed Cuckoo; Coccyzus americanus occidentalis
 Yellow-billed Cuckoo; Coccyzus americanus
 Yellow-bellied Flycatcher; Empidonax flaviventris 
 Yellow-billed Loon; Gavia adamsii 
 Yellow-billed Magpie; Pica nuttalli
 Yellow-bellied Sapsucker; Sphyrapicus varius 
 Yellow-crowned Bishop; Euplectes afer
 Yellow-crowned Night-heron; Nyctanassa violacea
 Yellow-eyed Junco; Junco phaeonotus
 Yellow Rail; Coturnicops noveboracensis
 Yellow-faced Grassquit; Tiaris olivacea
 Yellow-footed Gull; Larus livens
 Yellow-green Vireo; Vireo flavoviridis
 Yellow-headed Blackbird; Xanthocephalus xanthocephalus
 Yellow-rumped Warbler; Dendroica coronata 
 Yellow-shouldered Blackbird; Agelaius xanthomus
 Yellow-throated Vireo; Vireo flavifrons
 Yellow-throated Warbler; Dendroica dominica
 Yellow Warbler; Dendroica petechia
 Zenaida Dove; Zenaida aurita
 Zone-tailed Hawk; Buteo albonotatus
 Florida Black Bear; Ursus americanus floridanus
 Louisiana Black Bear; Ursus americanus luteolus
 American Black Bear; Ursus americanus
 Allen's Big-eared Bat; Idionycteris phyllotis
 None; Sciurus aberti chuscensis
 A Squirrel; Sciurus aberti ferreus
 Kaibab Squirrel; Sciurus aberti kaibabensis
 A Squirrel; Sciurus aberti mimus
 Abert's Squirrel; Sciurus aberti
 None; Sigmodon arizonae arizonae
 Arizona Cotton Rat; Sigmodon arizonae cienegae
 Yavapai Cotton Rat; Sigmodon arizonae jacksoni
 Colorado River Cotton Rat; Sigmodon arizonae plenus
 Arizona Cotton Rat; Sigmodon arizonae
 Arctic Shrew; Sorex arcticus
 Antillean Fruit-eating Bat; Brachyphylla cavernarum
 Antillean Ghost-faced Bat; Mormoops blainvillii
 Arizona Gray Squirrel; Sciurus arizonensis
 American Hog-nosed Skunk; Conepatus leuconotus figginsi
 American Hog-nosed Skunk; Conepatus leuconotus leuconotus
 Big Thicket Hog-nosed Skunk; Conepatus leuconotus telmalestes
 American Hog-nosed Skunk; Conepatus leuconotus
 Agile Kangaroo Rat; Dipodomys agilis
 Alpine Chipmunk; Tamias alpinus
 Alaskan hare - othus; Lepus othus othus
 Alaskan hare - poadromus; Lepus othus poadromus
 Alaskan Hare; Lepus othus 
 Allegheny Woodrat; Neotoma magister
 American Badger; Taxidea taxus
 American Beaver; Castor canadensis
 Bighorn Mountain Marten; Martes americana pop. 2
 Pacific Marten; Martes americana caurina
 American Marten; Martes americana humboldtensis
 Kenai Marten; Martes americana kenaiensis
 Sierra Marten; Martes americana sierrae
 American Marten; Martes americana 
 American Mink; Mustela vison 
 Antelope Jackrabbit; Lepus alleni
 Appalachian Cottontail; Sylvilagus obscurus
 Attwater's Pocket Gopher; Geomys attwateri
 Fort Verde Pocket Mouse; Perognathus amplus amplus
 Wupatki Pocket Mouse; Perognathus amplus cineris
 Arizona Pocket Mouse; Perognathus amplus
 Pygmy Shrew; Sorex hoyi montanus
 Northeastern Pygmy Shrew; Sorex hoyi thompsoni
 Southern Pygmy Shrew; Sorex hoyi winnemana
 American Pygmy Shrew; Sorex hoyi 
 Pribilof Island Arctic Fox; Alopex lagopus pribilofensis
 Arctic Fox; Alopex lagopus 
 Arctic ground squirrel - Aleutian; Spermophilus parryii ablusus
 Arctic ground squirrel - Barrow; Spermophilus parryii kennicotti
 Kodiak Island Arctic Ground Squirrel; Spermophilus parryii kodiacensis
 St. Lawrence Island Ground Squirrel; Spermophilus parryii lyratus
 Shumagin Islands Arctic Ground Squirrel; Spermophilus parryii nebulicola
 Osgood's Arctic Ground Squirrel; Spermophilus parryii osgoodi
 Arctic Ground Squirrel; Spermophilus parryii 
 Arizona Myotis; Myotis occultus
 Arizona Shrew; Sorex arizonae
 Ass; Equus asinus
 Alaska Tiny Shrew; Sorex yukonicus 
 None; Sorex palustris albibarbis
 Southern Water Shrew; Sorex palustris punctulatus
 American Water Shrew; Sorex palustris 
 Arizona Woodrat; Neotoma devia
 Barbary Sheep; Ammotragus lervia
 Big Brown Bat; Eptesicus fuscus
 Baja California Pocket Mouse; Chaetodipus rudinoris
 Baird's Shrew; Sorex bairdi
 Admiralty Beaver; Castor canadensis phaeus
 Beaver; Castor canadensis 
 Black-eared Deermouse; Peromyscus melanotis
 Bearded Seal; Erignathus barbatus 
 Monterey Dusky-footed Woodrat; Neotoma macrotis luciana
 None; Neotoma macrotis pop. 1
 Big-eared Woodrat; Neotoma macrotis
 Brazilian Free-tailed Bat; Tadarida brasiliensis
 Black-footed Ferret; Mustela nigripes
 Buffy Flower Bat; Erophylla sezekorni
 Broad-footed Mole; Scapanus latimanus
 Big Free-tailed Bat; Nyctinomops macrotis
 Barren Ground Shrew; Sorex ugyunak 
 Belding's Ground Squirrel; Spermophilus beldingi
 Bighorn Sheep - Peninsular Ranges Population; Ovis canadensis pop. 2
 Rocky Mountain Bighorn Sheep; Ovis canadensis canadensis
 Desert Bighorn Sheep; Ovis canadensis mexicana
 Desert Bighorn Sheep; Ovis canadensis nelsoni
 Sierra Nevada Bighorn Sheep; Ovis canadensis sierrae
 Bighorn Sheep; Ovis canadensis
 Wood Bison; Bos bison athabascae
 Bison; Bos bison bison
 American Bison; Bison bison
 Black Bear; Ursus americanus 
 Bobcat; Lynx rufus
 Botta's Pocket Gopher; Thomomys bottae
 Baird's Pocket Gopher; Geomys breviceps
